id;country_from;location_from_id;country_to;location_to_id;transport_mode;equipment_id;supplier_id;match_supplier_pickup;match_supplier_delivery;owned_container;route_id;service_time;rate_basis;charge;charge_fix;currency;not_exclude;distance_min;distance_max;estimate_exclude;remark;remark_cn;create_date;update_date
427.00;GB;London, England;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;4.00;EquipmentCount;3300;0;EUR;;;;;Empty container return to Malaszewicze;空箱归还到马瓦谢维切;;
428.00;HU;Budapest, Budapest;HU;Budapest, Budapest;AUTO;-;1;;;-;-;1.00;EquipmentCount;500;0;EUR;;;;1;;;;
429.00;HU;Budapest, Budapest;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;2.00;EquipmentCount;1600;0;EUR;;;;;Empty container return to Lodz;空箱归还到罗兹;;
430.00;HU;Budapest, Budapest;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;4.00;EquipmentCount;1650;0;EUR;;;;;Empty container return to Malaszewicze;空箱归还到马瓦谢维切;;
431.00;HU;Ullo, Pest;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;2.00;EquipmentCount;1650;0;EUR;;;;;Empty container return to Malaszewicze;空箱归还到马瓦谢维切;;
432.00;IT;Milan, Lombardy;IT;Milan, Lombardy;AUTO;-;1;;;-;-;1.00;EquipmentCount;500;0;EUR;;;;1;;;;
433.00;KZ;Almaty, Almaty Qalasy;CN;Zhengzhou, Henan;RAIL;20DC;19;;;COC;Almaty-Zhengzhou(South);15.00;EquipmentCount;4000;0;USD;;;;;;;;
434.00;KZ;Almaty, Almaty Qalasy;CN;Zhengzhou, Henan;RAIL;20DC;19;;;SOC;Almaty-Zhengzhou(South);15.00;EquipmentCount;3800;0;USD;;;;;;;;
435.00;KZ;Almaty, Almaty Qalasy;CN;Zhengzhou, Henan;RAIL;40DC;19;;;COC;Almaty-Zhengzhou(South);15.00;EquipmentCount;5184;0;USD;;;;;;;;
436.00;KZ;Almaty, Almaty Qalasy;CN;Zhengzhou, Henan;RAIL;40DC;19;;;SOC;Almaty-Zhengzhou(South);15.00;EquipmentCount;4860;0;USD;;;;;;;;
437.00;KZ;Almaty, Almaty Qalasy;KZ;Almaty, Almaty Qalasy;AUTO;-;1;;;-;-;1.00;EquipmentCount;500;0;EUR;;;;1;;;;
438.00;LV;Riga, Riga;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;2.00;EquipmentCount;1300;0;EUR;;;;;Empty container return to Lodz;空箱归还到罗兹;;
439.00;LV;Riga, Riga;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;4.00;EquipmentCount;1350;0;EUR;;;;;;;;
440.00;NL;Rotterdam, South Holland;DE;Duisburg, North Rhine-Westphalia;AUTO;-;21;;;-;-;3.00;EquipmentCount;850;0;EUR;;;;;;;;
441.00;NL;Rotterdam, South Holland;DE;Hamburg, Hamburg;AUTO;-;21;;;-;-;3.00;EquipmentCount;1325;0;EUR;;;;;;;;
442.00;NL;Rotterdam, South Holland;DE;Munich, Bavaria;AUTO;-;21;;;-;-;3.00;EquipmentCount;2770;0;EUR;;;;;;;;
443.00;NL;Tilburg, North Brabant;CN;Chengdu, Sichuan;RAIL;40HC;4;;;COC;Tilburg-Chengdu(South);18.00;EquipmentCount;2500;0;USD;;;;;;;;
444.00;NL;Tilburg, North Brabant;CN;Chengdu, Sichuan;RAIL;40HC;4;;;SOC;Tilburg-Chengdu(South);18.00;EquipmentCount;2800;0;USD;;;;;;;;
445.00;NL;Tilburg, North Brabant;NL;Tilburg, North Brabant;AUTO;-;1;;;-;-;1.00;EquipmentCount;500;0;EUR;;;;1;;;;
446.00;PL;Gdansk, Pomerania;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;1.00;EquipmentCount;800;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
447.00;PL;Gdansk, Pomerania;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;4.00;EquipmentCount;1300;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
448.00;PL;Gorzow Wielkopolski, Lubusz;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;1.00;EquipmentCount;820;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
449.00;PL;Gorzow Wielkopolski, Lubusz;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;4.00;EquipmentCount;1395;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
450.00;PL;Krakow, Lesser Poland Voivodeship;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;1.00;EquipmentCount;750;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
451.00;PL;Krakow, Lesser Poland Voivodeship;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;3.00;EquipmentCount;1100;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
452.00;PL;Lodz, Lodz Voivodeship;CN;Chengdu, Sichuan;RAIL;40HC;4;;;COC;Lodz-Chengdu(South);14.00;EquipmentCount;1950;0;USD;;;;;;;;
453.00;PL;Lodz, Lodz Voivodeship;CN;Chengdu, Sichuan;RAIL;40HC;4;;;SOC;Lodz-Chengdu(South);14.00;EquipmentCount;2250;0;USD;;;;;;;;
454.00;PL;Lodz, Lodz Voivodeship;CZ;Pardubice, Pardubicky;AUTO;-;21;;;-;-;1.00;EquipmentCount;900;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
455.00;PL;Lodz, Lodz Voivodeship;CZ;Prague, Praha;AUTO;-;21;;;-;-;1.00;EquipmentCount;1100;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
456.00;PL;Lodz, Lodz Voivodeship;HU;Budapest, Budapest;AUTO;-;21;;;-;-;2.00;EquipmentCount;1520;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
457.00;PL;Lodz, Lodz Voivodeship;LV;Riga, Riga;AUTO;-;21;;;-;-;2.00;EquipmentCount;1500;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
458.00;PL;Lodz, Lodz Voivodeship;PL;Gdansk, Pomerania;AUTO;-;21;;;-;-;1.00;EquipmentCount;800;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
459.00;PL;Lodz, Lodz Voivodeship;PL;Gorzow Wielkopolski, Lubusz;AUTO;-;21;;;-;-;1.00;EquipmentCount;800;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
460.00;PL;Lodz, Lodz Voivodeship;PL;Krakow, Lesser Poland Voivodeship;AUTO;-;21;;;-;-;1.00;EquipmentCount;750;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
461.00;PL;Lodz, Lodz Voivodeship;PL;Lodz, Lodz Voivodeship;AUTO;-;1;;;-;-;1.00;EquipmentCount;300;0;EUR;;;;1;;;;
462.00;PL;Lodz, Lodz Voivodeship;PL;Lysomice, Kujawsko-Pomorskie;AUTO;-;21;;;-;-;1.00;EquipmentCount;550;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
463.00;PL;Lodz, Lodz Voivodeship;PL;Poznan, Greater Poland;AUTO;-;21;;;-;-;1.00;EquipmentCount;600;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
464.00;PL;Lodz, Lodz Voivodeship;PL;Wroclaw, Lower Silesia;AUTO;-;21;;;-;-;1.00;EquipmentCount;630;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
465.00;PL;Lodz, Lodz Voivodeship;RO;Bucharest, Bucuresti;AUTO;-;21;;;-;-;2.00;EquipmentCount;2900;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
466.00;PL;Lodz, Lodz Voivodeship;SK;Bratislava, Bratislavsky;AUTO;-;21;;;-;-;2.00;EquipmentCount;1150;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
467.00;PL;Lodz, Lodz Voivodeship;SK;Presov, Presovsky;AUTO;-;21;;;-;-;1.00;EquipmentCount;1000;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
468.00;PL;Lysomice, Kujawsko-Pomorskie;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;1.00;EquipmentCount;550;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
469.00;PL;Lysomice, Kujawsko-Pomorskie;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;3.00;EquipmentCount;1000;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
470.00;PL;Malaszewicze, Lublin;AT;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.6;120;USD;;0;900;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
471.00;PL;Malaszewicze, Lublin;AT;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.7;120;USD;;900;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
472.00;PL;Malaszewicze, Lublin;BG;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;1.96;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
473.00;PL;Malaszewicze, Lublin;BY;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;3.44;120;USD;;600;999;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
474.00;PL;Malaszewicze, Lublin;BY;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.74;120;USD;;1000;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
475.00;PL;Malaszewicze, Lublin;CH;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.96;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
476.00;PL;Malaszewicze, Lublin;CN;Wuhan, Hubei;RAIL;40DC;11;;;COC;Malaszewicze-Wuhan(South);14.00;EquipmentCount;3100;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
478.00;PL;Malaszewicze, Lublin;CN;Zhengzhou, Henan;RAIL;20DC;19;;;SOC;Malaszewicze-Zhengzhou(centre);14.00;EquipmentCount;2600;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
479.00;PL;Malaszewicze, Lublin;CN;Zhengzhou, Henan;RAIL;40DC;19;;;COC;Malaszewicze-Zhengzhou(centre);14.00;EquipmentCount;2600;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
480.00;PL;Malaszewicze, Lublin;CN;Zhengzhou, Henan;RAIL;40DC;19;;;SOC;Malaszewicze-Zhengzhou(centre);14.00;EquipmentCount;2600;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
481.00;PL;Malaszewicze, Lublin;CN;Zhengzhou, Henan;RAIL;20DC;19;;;COC;Malaszewicze-Zhengzhou(South);14.00;EquipmentCount;2300;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
482.00;PL;Malaszewicze, Lublin;CN;Zhengzhou, Henan;RAIL;20DC;19;;;SOC;Malaszewicze-Zhengzhou(South);14.00;EquipmentCount;2700;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
483.00;PL;Malaszewicze, Lublin;CN;Zhengzhou, Henan;RAIL;40DC;19;;;COC;Malaszewicze-Zhengzhou(South);14.00;EquipmentCount;2600;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
484.00;PL;Malaszewicze, Lublin;CN;Zhengzhou, Henan;RAIL;40DC;19;;;SOC;Malaszewicze-Zhengzhou(South);14.00;EquipmentCount;3100;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
485.00;PL;Malaszewicze, Lublin;CZ;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;1.96;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
486.00;PL;Malaszewicze, Lublin;DE;Duisburg, North Rhine-Westphalia;AUTO;-;21;;;-;-;4.00;EquipmentCount;2330;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
487.00;PL;Malaszewicze, Lublin;ES;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.48;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
488.00;PL;Malaszewicze, Lublin;FR;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.54;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
489.00;PL;Malaszewicze, Lublin;HR;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.96;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
490.00;PL;Malaszewicze, Lublin;HU;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.96;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
491.00;PL;Malaszewicze, Lublin;IT;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.66;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
492.00;PL;Malaszewicze, Lublin;PL;Bialystok, Podlasie;AUTO;-;21;;;-;-;1.00;EquipmentCount;670;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
493.00;PL;Malaszewicze, Lublin;PL;Gdansk, Pomerania;AUTO;-;21;;;-;-;1.00;EquipmentCount;1320;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
494.00;PL;Malaszewicze, Lublin;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;1.00;EquipmentCount;850;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
495.00;PL;Malaszewicze, Lublin;PL;Malaszewicze, Lublin;AUTO;-;1;;;-;-;1.00;EquipmentCount;220;0;USD;;;;1;;;;
496.00;PL;Malaszewicze, Lublin;PL;Poznan, Greater Poland;AUTO;-;21;;;-;-;1.00;EquipmentCount;1360;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
497.00;PL;Malaszewicze, Lublin;PL;Szczecin, West Pomerania;AUTO;-;21;;;-;-;1.00;EquipmentCount;1820;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
498.00;PL;Malaszewicze, Lublin;PL;Warsaw, Mazovia;AUTO;-;21;;;-;-;1.00;EquipmentCount;620;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
499.00;PL;Malaszewicze, Lublin;PL;Wroclaw, Lower Silesia;AUTO;-;21;;;-;-;1.00;EquipmentCount;1420;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
500.00;PL;Malaszewicze, Lublin;PT;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.6;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
501.00;PL;Malaszewicze, Lublin;RO;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;1.96;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
502.00;PL;Malaszewicze, Lublin;SI;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;1.96;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
503.00;PL;Malaszewicze, Lublin;SK;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;1.96;120;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
504.00;PL;Malaszewicze, Lublin;UA;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;3.44;120;USD;;700;999;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
505.00;PL;Malaszewicze, Lublin;UA;-;AUTO;-;21;;;-;-;0.00;EquipmentCount*Distance;2.74;120;USD;;1000;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
506.00;PL;Poznan, Greater Poland;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;1.00;EquipmentCount;600;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
507.00;PL;Poznan, Greater Poland;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;3.00;EquipmentCount;1400;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
508.00;PL;Warsaw, Mazovia;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;1.00;EquipmentCount;520;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
509.00;PL;Warsaw, Mazovia;PL;Poznan, Greater Poland;AUTO;-;21;;;-;-;1.00;EquipmentCount;720;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
510.00;PL;Warsaw, Mazovia;PL;Warsaw, Mazovia;AUTO;-;1;;;-;-;1.00;EquipmentCount;300;0;EUR;;;;1;;;;
511.00;PL;Wolborz, Lodz Voivodeship;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;1.00;EquipmentCount;730;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
512.00;PL;Wroclaw, Lower Silesia;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;1.00;EquipmentCount;630;0;EUR;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
513.00;PL;Wroclaw, Lower Silesia;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;4.00;EquipmentCount;1420;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
514.00;RO;Bucharest, Bucuresti;PL;Lodz, Lodz Voivodeship;AUTO;-;21;;;-;-;2.00;EquipmentCount;3300;0;EUR;;;;;Empty container return to Lodz;空箱归还到罗兹;;
515.00;RO;Bucharest, Bucuresti;PL;Malaszewicze, Lublin;AUTO;-;21;;;-;-;2.00;EquipmentCount;2500;0;EUR;;;;;Empty container return to Malaszewicze;空箱归还到马瓦谢维切;;
516.00;RU;Chelyabinsk, Chelyabinsk;RU;Chelyabinsk, Chelyabinsk;AUTO;-;1;;;-;-;1.00;EquipmentCount;420;0;USD;;;;1;;;;
517.00;RU;Irkutsk, Irkutsk;RU;Irkutsk, Irkutsk;AUTO;-;1;;;-;-;1.00;EquipmentCount;420;0;USD;;;;1;;;;
518.00;RU;Kazan, Tatarstan;RU;Kazan, Tatarstan;AUTO;-;1;;;-;-;1.00;EquipmentCount;420;0;USD;;;;1;;;;
519.00;RU;Krasnoyarsk, Krasnoyarskiy;RU;Krasnoyarsk, Krasnoyarskiy;AUTO;-;1;;;-;-;1.00;EquipmentCount;420;0;USD;;;;1;;;;
520.00;RU;Novosibirsk, Novosibirsk;RU;Novosibirsk, Novosibirsk;AUTO;-;1;;;-;-;1.00;EquipmentCount;420;0;USD;;;;1;;;;
521.00;RU;Vorsino, Kaluga;CN;Zhengzhou, Henan;RAIL;20DC;19;;;COC;Vorsino-Zhengzhou(South);18.00;EquipmentCount;3500;0;USD;;;;;;;;
522.00;RU;Vorsino, Kaluga;CN;Zhengzhou, Henan;RAIL;20DC;19;;;SOC;Vorsino-Zhengzhou(South);18.00;EquipmentCount;3300;0;USD;;;;;;;;
523.00;RU;Vorsino, Kaluga;CN;Zhengzhou, Henan;RAIL;40DC;19;;;COC;Vorsino-Zhengzhou(South);18.00;EquipmentCount;4860;0;USD;;;;;;;;
524.00;RU;Vorsino, Kaluga;CN;Zhengzhou, Henan;RAIL;40DC;19;;;SOC;Vorsino-Zhengzhou(South);18.00;EquipmentCount;4536;0;USD;;;;;;;;
525.00;RU;Vorsino, Kaluga;RU;Kaluga, Kaluga;AUTO;-;6;;;-;-;1.00;EquipmentCount;400;0;USD;;;;1;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
526.00;RU;Vorsino, Kaluga;RU;Kaluga, Kaluga;AUTO;-;14;;;-;-;1.00;EquipmentCount;400;0;USD;;;;1;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
527.00;RU;Vorsino, Kaluga;RU;Moscow, Moscow;AUTO;-;6;;;-;-;1.00;EquipmentCount;470;0;USD;;;;1;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
528.00;RU;Vorsino, Kaluga;RU;Moscow, Moscow;AUTO;-;14;;;-;-;1.00;EquipmentCount;470;0;USD;;;;1;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
529.00;RU;Vorsino, Kaluga;RU;Saint Petersburg, St.-Petersburg;AUTO;-;6;;;-;-;1.00;EquipmentCount;1370;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
530.00;RU;Vorsino, Kaluga;RU;Saint Petersburg, St.-Petersburg;AUTO;-;14;;;-;-;1.00;EquipmentCount;1370;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
531.00;RU;Vorsino, Kaluga;RU;Samara, Samara;AUTO;-;14;;;-;-;5.00;EquipmentCount;1720;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
532.00;RU;Vorsino, Kaluga;RU;Saratov, Saratov;AUTO;-;14;;;-;-;2.00;EquipmentCount;1570;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
533.00;RU;Vorsino, Kaluga;RU;Smolensk, Smolensk;AUTO;-;14;;;-;-;1.00;EquipmentCount;820;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
534.00;RU;Vorsino, Kaluga;RU;Tula, Tula;AUTO;-;14;;;-;-;1.00;EquipmentCount;570;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
535.00;RU;Vorsino, Kaluga;RU;Tver, Tverskaya;AUTO;-;14;;;-;-;1.00;EquipmentCount;670;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
536.00;RU;Vorsino, Kaluga;RU;Vladimir, Vladimir;AUTO;-;14;;;-;-;1.00;EquipmentCount;800;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
537.00;RU;Vorsino, Kaluga;RU;Vorsino, Kaluga;AUTO;-;1;;;-;-;1.00;EquipmentCount;370;0;USD;;;;1;;;;
538.00;RU;Vorsino, Kaluga;RU;Yaroslavl, Jaroslavl;AUTO;-;14;;;-;-;1.00;EquipmentCount;770;0;USD;;;;;Empty container return at the place of pick up/destination. Dropp-off fee is subject of confirmation;空箱归还到提箱地/目的地，需提前确认退箱费;;
539.00;RU;Vorsino, Kaluga;RU;-;AUTO;-;14;;;-;-;0.00;EquipmentCount*Distance;1.35;350;USD;;;;;Rate is subject of confirmation for long distance delivery and valid for goods shipment into container. Cnee has to make the cutoms clearance in Vorsino station;对于长途运费请在货物装箱前重新确认。收货人 必须班列到达沃尔西诺站前报关;;
540.00;RU;Yekaterinburg, Sverdlovsk;RU;Yekaterinburg, Sverdlovsk;AUTO;-;1;;;-;-;1.00;EquipmentCount;420;0;USD;;;;1;;;;
541.00;SE;Goeteborg, Vaestra Goetaland;DE;Duisburg, North Rhine-Westphalia;AUTO;-;21;;;-;-;3.00;EquipmentCount;2800;0;EUR;;;;;;;;
